"","imdb_title_id","title","year","genre","duration","country","language","director","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"68155","tt2637276","Ted 2",2015,"Comedy",115,"USA","English","Seth MacFarlane",6.3,180324,68000000,81476385,215863606,48,258,303
"68156","tt2637294","Un tuffo nel passato 2",2015,"Comedy, Mystery, Sci-Fi",93,"USA","English","Steve Pink",5.1,36333,14000000,12314651,13081651,29,112,113
"68381","tt2702724","The Boss",2016,"Comedy",99,"USA","English","Ben Falcone",5.4,42072,29000000,63285885,78844582,40,157,179
"68383","tt2704998","Game Night - Indovina chi muore stasera?",2018,"Action, Comedy, Crime",100,"USA","English","John Francis Daley, Jonathan Goldstein",6.9,198350,37000000,69179066,117679066,66,589,300
"68471","tt2726560","La risposta è nelle stelle",2015,"Drama, Romance",123,"USA","English","George Tillman Jr.",7.1,75070,34000000,37446117,62944815,33,152,125
"68539","tt2752688","Rosewater",2014,"Biography, Drama",103,"USA","English","Jon Stewart",6.6,10202,5000000,3128941,3171593,67,42,134
"68548","tt2756032","The One I Love",2014,"Comedy, Drama, Romance",91,"USA","English","Charlie McDowell",7.1,34444,100000,513447,596933,66,99,115
"68597","tt2771200","La bella e la bestia",2017,"Family, Fantasy, Musical",129,"USA","English","Bill Condon",7.1,263977,160000000,504481165,1264064380,65,1135,522
"68650","tt2784678","Top Five",2014,"Comedy, Romance",102,"USA","English","Chris Rock",6.4,25524,12000000,25317471,26117471,81,101,164
"68668","tt2788732","Il drago invisibile",2016,"Action, Adventure, Comedy",102,"USA","English","David Lowery",6.7,52936,65000000,76233151,143695338,71,165,242
"68706","tt2800038","Atlas Shrugged: Part III",2014,"Drama, Mystery, Sci-Fi",99,"USA","English","James Manera",4.3,2956,5000000,846704,846704,9,75,16
"68794","tt2828996","Ghost Movie 2 - Questa volta è guerra",2014,"Comedy, Fantasy",86,"USA","English","Michael Tiddes",4.7,19363,4000000,17329486,25358716,17,55,70
"68915","tt2869728","Un poliziotto ancora in prova",2016,"Action, Comedy, Crime",102,"USA","English","Tim Story",5.9,52409,40000000,91221830,124608438,32,82,131
"68922","tt2870708","Wish I Was Here",2014,"Comedy, Drama",106,"USA","English","Zach Braff",6.7,36179,6000000,3591299,5670776,43,111,155
"68933","tt2872718","Lo sciacallo - Nightcrawler",2014,"Crime, Drama, Thriller",117,"USA","English","Dan Gilroy",7.9,449212,8500000,32381217,47398992,76,782,560
"68965","tt2883434","Black or White",2014,"Drama",121,"USA","English","Mike Binder",6.6,11473,9000000,21571189,21833967,45,65,95
"69050","tt2910814","The Signal",2014,"Drama, Mystery, Sci-Fi",97,"USA","English","William Eubank",6.1,61589,4000000,600896,2595622,54,282,172
"69089","tt2918436","The Lazarus Effect",2015,"Horror, Mystery, Sci-Fi",83,"USA","English","David Gelb",5.2,40360,3300000,25801570,38356892,31,176,166
"69094","tt2920808","God's Pocket",2014,"Crime, Drama",88,"USA","English","John Slattery",6.1,10616,1000000,169976,413567,51,73,106
"69146","tt2933544","Ruth & Alex - L'amore cerca casa",2014,"Comedy, Drama",88,"USA","English","Richard Loncraine",6.2,9143,6000000,1020921,3679847,55,62,76
"69169","tt2937696","Tutti vogliono qualcosa",2016,"Comedy",117,"USA","English","Richard Linklater",6.9,50953,10000000,3400278,4644472,83,162,278
"69218","tt2948356","Zootropolis",2016,"Animation, Adventure, Comedy",108,"USA","English","Byron Howard, Rich Moore",8,421174,150000000,341268248,1023789075,78,714,480
"69239","tt2950418","Greater",2016,"Biography, Family, Sport",130,"USA","English","David L. Hunt",7.3,4263,9000000,2000620,2000620,35,51,15
"69254","tt2955096","Happy Christmas",2014,"Comedy, Drama",82,"USA","English","Joe Swanberg",5.4,7549,70000,30312,30312,70,50,66
"69335","tt2975590","Batman v Superman: Dawn of Justice",2016,"Action, Adventure, Sci-Fi",152,"USA","English","Zack Snyder",6.4,612550,250000000,330360194,873637528,44,3766,813
"69347","tt2978102","Tempo limite",2016,"Action, Crime, Drama",93,"USA","English","Peter Billingsley",5.5,6829,16500000,21256,243793,23,42,24
"69349","tt2978462","L'incredibile storia di Winter il delfino 2",2014,"Drama, Family",107,"USA","English","Charles Martin Smith",6.4,8175,36000000,42024533,57824533,58,38,58
"69364","tt2980706","Planes 2 - Missione antincendio",2014,"Animation, Adventure, Comedy",83,"USA","English","Roberts Gannaway",6,16263,50000000,59165787,146965787,48,56,131
"69409","tt2994190","Camp X-Ray",2014,"Drama, War",117,"USA","English","Peter Sattler",6.9,38766,1000000,13302,79624,54,90,100
"69494","tt3014666","Mamma che notte!",2014,"Comedy",98,"USA","English","Andrew Erwin, Jon Erwin",5.4,13044,5000000,10429707,10536956,25,159,53
"69503","tt3018070","Stonewall",2015,"Drama, History",129,"USA","English","Roland Emmerich",5.2,3425,13500000,187674,292669,30,41,83
"69676","tt3063516","Jackass - Nonno cattivo",2013,"Comedy",92,"USA","English","Jeff Tremaine",6.5,88339,15000000,102003019,151826547,54,178,161
"69873","tt3110770","Road Hard",2015,"Comedy",98,"USA","English","Adam Carolla, Kevin Hench",6.1,1747,1500000,113169,113169,50,18,14
"69950","tt3125324","Beyond the Lights: Trova la tua voce",2014,"Drama, Music, Romance",116,"USA","English","Gina Prince-Bythewood",6.9,15091,7000000,14618727,14618727,73,50,71
"70134","tt3164256","Rock the Kasbah",2015,"Comedy, Music, War",106,"USA","English","Barry Levinson",5.5,10609,15000000,3020664,3394174,29,61,108
"70170","tt3172532","Diario di una teenager",2015,"Comedy, Drama, Romance",102,"USA","English","Marielle Heller",6.9,29010,2000000,1477002,1775133,87,101,178
"70196","tt3177316","Honeymoon",2014,"Horror, Mystery, Thriller",87,"USA","English","Leigh Janiak",5.7,24005,1000000,9318,24343,65,140,182
"70203","tt3179568","Men, Women & Children",2014,"Comedy, Drama",119,"USA","English","Jason Reitman",6.7,29955,16000000,705908,1705908,38,96,162
"70218","tt3181822","Il ragazzo della porta accanto",2015,"Horror, Thriller",91,"USA","English","Rob Cohen",4.7,37341,4000000,35423380,52425855,30,163,272
"70307","tt3203606","L'ultima parola - La vera storia di Dalton Trumbo",2015,"Biography, Drama",124,"USA","English","Jay Roach",7.5,74712,15000000,7857741,11430025,60,216,305
"70373","tt3216348","Incarnate: Non potrai nasconderti",2016,"Horror, Thriller",87,"USA","English","Brad Peyton",5.3,11266,5000000,4799774,9037058,30,66,75
"70427","tt3231054","Risorto",2016,"Action, Drama, History",107,"USA","English","Kevin Reynolds",6.3,24616,20000000,36880033,46432579,51,198,139
"70443","tt3235888","It Follows",2014,"Horror, Mystery, Thriller",100,"USA","English","David Robert Mitchell",6.8,203299,1000000,14674076,21528593,83,1008,431
"70548","tt3263904","Sully",2016,"Biography, Drama",96,"USA","English","Clint Eastwood",7.4,229971,60000000,125070033,240797623,74,480,414
"70591","tt3276924","Bus 657",2015,"Action, Crime, Drama",93,"USA","English","Scott Mann",6.1,27206,8900000,50136,3777046,37,105,50
"70776","tt3322940","Annabelle",2014,"Horror, Mystery, Thriller",99,"USA","English","John R. Leonetti",5.4,137122,6500000,84273813,257047661,37,412,303
"70957","tt3369806","Max",2015,"Adventure, Drama, Family",111,"USA","English","Boaz Yakin",6.7,25357,20000000,42656255,43967255,47,95,65
"71079","tt3401882","Botte da prof.",2017,"Comedy",91,"USA","English","Richie Keen",5.6,38840,22000000,32187017,41087017,37,156,122
"71111","tt3410834","The Divergent Series: Allegiant",2016,"Action, Adventure, Mystery",120,"USA","English","Robert Schwentke",5.7,105498,110000000,66184051,179246868,33,222,215
"71135","tt3416828","L'era glaciale - In rotta di collisione",2016,"Animation, Adventure, Comedy",94,"USA","English","Mike Thurmeier, Galen T. Chu",5.7,54946,105000000,64063008,408579038,34,136,148
"71264","tt3450650","Il superpoliziotto del supermercato 2",2015,"Action, Comedy, Crime",94,"USA","English","Andy Fickman",4.4,33463,30000000,71038190,107588225,13,169,82
"71347","tt3469046","Cattivissimo me 3",2017,"Animation, Adventure, Comedy",89,"USA","English","Kyle Balda, Pierre Coffin",6.3,108791,80000000,264624300,1034799409,49,224,263
"71499","tt3501632","Thor: Ragnarok",2017,"Action, Adventure, Comedy",130,"USA","English","Taika Waititi",7.9,564511,180000000,315058289,853979142,74,1600,520
"71554","tt3513548","Richard Jewell",2019,"Biography, Crime, Drama",131,"USA","English","Clint Eastwood",7.5,48632,45000000,22345542,43745542,68,473,245
"71570","tt3517870","Mine 9",2019,"Drama, Thriller",83,"USA","English","Eddie Mensore",6.8,3910,350000,226421,226421,65,43,18
"71582","tt3521126","The Disaster Artist",2017,"Biography, Comedy, Drama",104,"USA","English","James Franco",7.4,133498,10000000,21120616,29820616,76,399,385
"71584","tt3521164","Oceania",2016,"Animation, Adventure, Comedy",107,"USA","English","Ron Clements, John Musker",7.6,260900,150000000,248757044,643347400,81,528,391
"71637","tt3530002","Sballati per le feste!",2015,"Comedy, Fantasy",101,"USA","English","Jonathan Levine",6.4,63398,25000000,43047372,52395996,58,147,169
"71651","tt3531824","Nerve",2016,"Adventure, Crime, Drama",96,"USA","English","Henry Joost, Ariel Schulman",6.5,112666,19000000,38583626,85251425,58,270,245
"71781","tt3567288","The Visit",2015,"Horror, Mystery, Thriller",94,"USA","English","M. Night Shyamalan",6.2,110611,5000000,65206105,98450062,55,619,426
"71788","tt3569356","Not Cool",2014,"Comedy, Drama, Romance",93,"USA","English","Shane Dawson",4.1,5439,800000,36026,36026,1,81,7
"71919","tt3606752","Cars 3",2017,"Animation, Adventure, Comedy",102,"USA","English","Brian Fee",6.7,71587,175000000,152901115,383930656,59,341,276
"71920","tt3606756","Gli Incredibili 2",2018,"Animation, Action, Adventure",118,"USA","English","Brad Bird",7.6,239495,200000000,608581744,1242805359,80,1074,395
"71979","tt3622592","Città di carta",2015,"Comedy, Drama, Mystery",109,"USA","English","Jake Schreier",6.3,93432,12000000,32000304,85512300,56,199,206
"71982","tt3623726","Dove eravamo rimasti",2015,"Comedy, Drama, Music",101,"USA","English","Jonathan Demme",5.9,22087,18000000,26822144,41325328,54,124,197
"72004","tt3628584","La bottega del barbiere 3",2016,"Comedy, Drama",111,"USA","English","Malcolm D. Lee",5.9,14095,20000000,54030051,55030051,67,41,82
"72034","tt3640682","I Smile Back",2015,"Drama",85,"USA","English","Adam Salky",6.1,4854,495000,58738,63373,59,30,52
"72355","tt3714720","The Hollars",2016,"Comedy, Drama, Romance",88,"USA","English","John Krasinski",6.5,11175,3800000,1016985,1138609,53,49,75
"72359","tt3715320","Irrational Man",2015,"Comedy, Drama, Romance",95,"USA","English","Woody Allen",6.6,57091,11000000,4030360,27391084,53,160,286
"72385","tt3719896","My All-American",2015,"Biography, Drama, Sport",118,"USA","English","Angelo Pizzo",7.2,5800,20000000,2246000,2246000,34,37,32
"72512","tt3748528","Rogue One: A Star Wars Story",2016,"Action, Adventure, Sci-Fi",133,"USA","English","Gareth Edwards",7.8,538641,200000000,532177324,1056057720,65,1781,715
"72572","tt3766394","Hello, My Name Is Doris",2015,"Comedy, Drama, Romance",90,"USA","English","Michael Showalter",6.6,18458,1000000,14444999,14659448,63,89,112
"72614","tt3778644","Solo: A Star Wars Story",2018,"Action, Adventure, Sci-Fi",135,"USA","English","Ron Howard",6.9,278319,275000000,213767512,392924807,62,2486,546
"72731","tt3813310","Cop Car",2015,"Crime, Thriller",88,"USA","English","Jon Watts",6.3,29646,800000,134552,143658,66,146,175
"72801","tt3829920","Fire Squad - Incubo di fuoco",2017,"Action, Biography, Drama",134,"USA","English","Joseph Kosinski",7.6,55080,38000000,18343983,26351322,72,194,176
"72818","tt3832914","Le armi del cuore",2015,"Drama",120,"USA","English","Alex Kendrick",6.5,12967,3000000,67790117,73256266,26,164,42
"72908","tt3853830","The Tiger Hunter",2016,"Comedy",94,"USA","English","Lena Khan",5.9,753,1250000,62398,62398,66,14,13
"72933","tt3859304","The Bronze: Sono la numero 1",2015,"Comedy, Drama, Sport",100,"USA","English","Bryan Buckley",6.1,9660,3500000,615816,615816,44,63,67
"72947","tt3862750","The Perfect Guy",2015,"Crime, Drama, Horror",100,"USA","English","David M. Rosenthal",5.6,9645,12000000,57027435,60273173,36,48,49
"72955","tt3864024","Lazer Team",2015,"Action, Comedy, Sci-Fi",102,"USA","English","Matt Hullum",5.6,9049,2480421,1186426,1406538,42,45,44
"73011","tt3881784","Stronger - Io sono più forte",2017,"Biography, Drama",119,"USA","English","David Gordon Green",6.9,39072,30000000,4211129,8503658,76,111,176
"73073","tt3896198","Guardiani della Galassia Vol. 2",2017,"Action, Adventure, Comedy",136,"USA","English","James Gunn",7.6,550182,200000000,389813101,863756051,67,1047,583
"73171","tt3920820","Brian Banks",2018,"Biography, Drama, Sport",99,"USA","English","Tom Shadyac",7.2,3876,10000000,4376819,4376819,58,53,44
"73186","tt3922818","Lo spazio che ci unisce",2017,"Drama, Romance, Sci-Fi",120,"USA","English","Peter Chelsom",6.4,46744,30000000,7885294,16080475,33,227,151
"73415","tt4009460","Saving Christmas",2014,"Comedy, Family",79,"USA","English","Darren Doane",1.4,14814,500000,2783970,2783970,18,167,27
"73486","tt4034228","Manchester by the Sea",2016,"Drama",137,"USA","English","Kenneth Lonergan",7.8,238464,9000000,47695371,78988148,96,806,503
"73523","tt4046784","Maze Runner - La fuga",2015,"Action, Adventure, Sci-Fi",131,"USA","English","Wes Ball",6.3,216136,61000000,81697192,312296056,43,441,278
"73548","tt4056738","Do You Believe?",2015,"Drama",120,"USA","English","Jon Gunn",6.1,6989,2300000,12985600,14410698,22,77,13
"73583","tt4062536","Green Room",2015,"Horror, Music, Thriller",95,"USA","English","Jeremy Saulnier",7,103876,5000000,3220371,3769214,79,330,426
"73616","tt4073790","Darkest Minds",2018,"Action, Adventure, Drama",104,"USA","English","Jennifer Yuh Nelson",5.7,27181,34000000,12695691,41142379,39,475,140
"73718","tt4103724","Per sempre la mia ragazza",2018,"Drama, Music, Romance",108,"USA","English","Bethany Ashton Wolf",6.7,13879,3500000,16376066,16376066,36,121,37
"73793","tt4126476","After",2019,"Drama, Romance",105,"USA","English","Jenny Gage",5.4,30745,14000000,12138565,69733482,30,761,72
"73830","tt4139124","Keanu",2016,"Action, Comedy, Crime",100,"USA","English","Peter Atencio",6.2,44843,15000000,20591853,20651333,63,136,147
"73865","tt4154756","Avengers: Infinity War",2018,"Action, Adventure, Sci-Fi",149,"USA","English","Anthony Russo, Joe Russo",8.4,796486,321000000,678815482,2048359754,68,4273,611
"73982","tt4183692","Woodlawn",2015,"Drama, Sport",123,"USA","English","Andrew Erwin, Jon Erwin",6.5,6528,12000000,14394097,14401617,57,59,19
"74006","tt4191580","Meet the Blacks",2016,"Comedy, Horror",94,"USA","English","Deon Taylor",4.8,35472,900000,9097072,9097072,26,46,16
"74030","tt4196848","Mr. Church",2016,"Comedy, Drama",104,"USA","English","Bruce Beresford",7.6,25015,8000000,685780,685780,37,195,35
"74174","tt4254584","Kicks",2016,"Adventure, Drama",80,"USA","English","Justin Tipping",6.4,4081,2000000,150191,150191,69,18,27
"74183","tt4257926","Miracoli dal cielo",2016,"Biography, Drama, Family",109,"USA","English","Patricia Riggen",7.1,20682,13000000,61705123,73983003,44,118,71
"74216","tt4270516","Grandma",2015,"Comedy, Drama",79,"USA","English","Paul Weitz",6.7,14428,600000,6980524,7205073,77,78,145
"74411","tt4334266","The Bad Batch",2016,"Drama, Horror, Romance",118,"USA","English","Ana Lily Amirpour",5.3,25417,6000000,180851,201890,62,254,140
"74420","tt4337690","90 minuti in Paradiso",2015,"Drama",121,"USA","English","Michael Polish",4.8,3333,5000000,4842699,4842699,28,44,17
"74429","tt4341582","Queen of Katwe",2016,"Biography, Drama, Sport",124,"USA","English","Mira Nair",7.4,14794,15000000,8874389,10367161,73,76,145
"74469","tt4364194","In viaggio verso un sogno - The Peanut Butter Falcon",2019,"Comedy, Drama",97,"USA","English","Tyler Nilson, Michael Schwartz",7.6,51322,6200000,20457151,23620709,70,423,212
"74532","tt4385888","Le donne della mia vita",2016,"Comedy, Drama",119,"USA","English","Mike Mills",7.3,38690,7000000,5664764,7214806,83,112,227
"74564","tt4400994","The Ballad of Lefty Brown",2017,"Action, Drama, Western",111,"USA","English","Jared Moshe",6.3,5212,8000000,7856,7856,64,79,35
"74587","tt4414438","Un amore di collega",2015,"Comedy, Music, Romance",85,"USA","English","Sasha Gordon",5.4,936,18000000,7162,7162,68,9,8
"74752","tt4463894","Shaft",2019,"Action, Comedy, Crime",111,"USA","English","Tim Story",6.4,41924,35000000,21360215,21360215,40,360,117
"74809","tt4477536","Cinquanta sfumature di rosso",2018,"Drama, Romance, Thriller",105,"USA","English","James Foley",4.5,53182,55000000,100407760,371985018,31,263,179
"74816","tt4481414","Gifted - Il dono del talento",2017,"Drama",101,"USA","English","Marc Webb",7.6,95816,7000000,24801212,43069254,60,252,207
"74817","tt4481514","Casa Casinò",2017,"Comedy, Crime",88,"USA","English","Andrew Jay Cohen",5.6,39640,40000000,25584504,34184504,30,189,101
"74865","tt4500922","Maze Runner - La rivelazione",2018,"Action, Adventure, Sci-Fi",143,"USA","English","Wes Ball",6.2,107184,62000000,58032443,288175335,50,431,198
"74869","tt4501454","The Meddler",2015,"Comedy, Drama, Romance",103,"USA","English","Lorene Scafaria",6.3,11482,3200000,4267218,5425148,68,51,96
"74935","tt4520988","Frozen II - Il segreto di Arendelle",2019,"Animation, Adventure, Comedy",103,"USA","English","Chris Buck, Jennifer Lee",6.9,122760,150000000,477373578,1450026933,64,1302,275
"74983","tt4537896","Cocaine - La vera storia di White Boy Rick",2018,"Crime, Drama",111,"USA","English","Yann Demange",6.4,24478,29000000,24011188,25957482,59,192,125
"75022","tt4550098","Animali notturni",2016,"Drama, Thriller",116,"USA","English","Tom Ford",7.5,229418,22500000,10663357,30311857,67,670,459
"75050","tt4558200","Crown Vic",2019,"Action, Crime, Drama",110,"USA","English","Joel Souza",6.4,3025,3600000,3868,3868,47,87,18
"75096","tt4572792","Il libro di Henry",2017,"Crime, Drama, Thriller",105,"USA","English","Colin Trevorrow",6.6,23280,10000000,4504974,4596705,31,148,121
