director,avg_vote
Fred Niblo,5.6
Sam Wood,5.7
Georg Wilhelm Pabst,7.4
Thornton Freeland,6.3
Archie Mayo,6
Edward F. Cline,6.5
Monta Bell,6.1
Aleksandr Dovzhenko,7.3
Luis Buñuel,7.3
Marion Gering,6
Ardeshir Irani,6.3
John G. Adolfi,6
Bud Pollard,4.6
Sam Taylor,6.2
Josef von Sternberg,6.5
"Wesley Ruggles, Howard Estabrook",5.8
John Ford,6.2
Lowell Sherman,6.2
Robert Z. Leonard,6.5
Frank Borzage,6.5
Hobart Henley,6.3
Roy Del Ruth,6.9
Melville W. Brown,6.1
"Karl Hartl, Luis Trenker",6.8
Phil Jutzi,6.7
William A. Seiter,5.9
Fred Niblo,5.7
Hamilton MacFadden,6.8
Roy Del Ruth,7.1
Hanns Schwarz,5.9
Paul L. Stein,5.8
John Ford,6.6
Mervyn LeRoy,5.9
James W. Horne,6.4
"William A. Seiter, William A. Seiter",6.6
King Vidor,7.3
Allan Dwan,6.4
Hamilton MacFadden,6.7
"George Abbott, Berthold Viertel",6.4
Jean Renoir,7.6
Stuart Paton,4.4
Wesley Ruggles,5.9
Charles Chaplin,8.5
Rouben Mamoulian,7.1
Anatole Litvak,6.9
Paul L. Stein,6
David Butler,6.5
Paul Sloane,6.1
Roland West,5.8
Edward F. Cline,6.4
Howard Hawks,7
W.S. Van Dyke,5.6
Alfred Santell,5.9
Harry Beaumont,6.2
Jack Conway,6.2
Lloyd Corrigan,6.1
Jacques Feyder,6.2
David Butler,5.9
Robert Milton,6.2
Frank Capra,6.3
William K. Howard,6.2
"Tod Browning, Karl Freund",7.5
"George Melford, Enrique Tovar Ávalos",7.2
Georg Wilhelm Pabst,7.3
George B. Seitz,5.7
Jack Conway,6.1
Frank Lloyd,6
George Melford,5.7
Mervyn LeRoy,6
Gerhard Lamprecht,7.2
Clyde Bruckman,6
Hobart Henley,5.6
Stuart Walker,6.4
Lloyd Bacon,5.2
"Otto Brower, David Burton",5.7
Abel Gance,6.1
John Francis Dillon,5.9
Mervyn LeRoy,7.3
Robert Z. Leonard,6.3
Charles Reisner,5.8
James Whale,7.8
Clarence Brown,6.7
Victor Schertzinger,5.4
Lewis Milestone,6.7
B. Reeves Eason,5.5
Richard Boleslawski,5.1
Mervyn LeRoy,6.4
George Cukor,7
Michael Curtiz,5.3
Alfred E. Green,5.9
Harry Beaumont,5.7
Charles Brabin,6.2
Sidney Franklin,6.5
Rowland V. Lee,6.7
"W.S. Van Dyke, Lionel Barrymore",6.9
William Dieterle,5.9
Edward Sloman,5.9
Irving Cummings,5.5
Dorothy Arzner,6.7
Clarence G. Badger,5.8
William Wyler,6.9
Steve Sekely,7.8
William C. McGann,5.4
Marion Gering,6.1
Archie Mayo,6.1
Leo McCarey,6.2
Clarence Brown,6.3
Tod Browning,6.1
Georg Wilhelm Pabst,7.5
Lloyd Bacon,5.9
Sam Taylor,5
William A. Seiter,5.5
Erik Charell,7
Marion Gering,6
Lothar Mendes,6
George Archainbaud,6
Yasujirô Ozu,6.4
William Dieterle,6.8
Gregory La Cava,5.6
Harry Beaumont,5.4
Ernst Lubitsch,7.2
Mario Peixoto,7.3
Mervyn LeRoy,6.2
Russell Mack,6.3
Fritz Lang,8.3
Michael Curtiz,6.4
Heinosuke Gosho,6.5
Roy Del Ruth,6.9
Sam Wood,6.9
"Richard Wallace, Edward Goodman",6.1
Lloyd Bacon,5
Robert Siodmak,6.5
Alexander Korda,7.9
George B. Seitz,5.7
Edgar Selwyn,5.7
William A. Wellman,6.3
John Francis Dillon,6.3
René Clair,7.4
John G. Adolfi,7
Frank Capra,7.2
Norman Z. McLeod,7.5
Frank R. Strayer,5.4
Edward Sloman,6.2
Roy Del Ruth,5.6
George Abbott,6.5
Albert S. Rogell,5.6
"Leontine Sagan, Carl Froelich",7.6
"Erich Engel, Fyodor Otsep",7.3
Edward F. Cline,5.7
W.S. Van Dyke,5.6
Sam Wood,5.3
"Victor Trivas, George Shdanoff",6.7
William A. Wellman,7.1
Daisuke Itô,6.8
"Grigoriy Kozintsev, Leonid Trauberg",7.1
Jean Renoir,6.1
Georg Wilhelm Pabst,6.7
William A. Wellman,6.5
"Howard Higgin, Tom Buckingham",5.1
A. Edward Sutherland,6.8
James Parrott,7
Edward Sedgwick,6.1
William A. Seiter,6.7
William Beaudine,5.9
John S. Robertson,6.5
Alan James,4.4
Frank Capra,6.9
Charles Reisner,6.4
James W. Horne,6.7
Clarence Brown,6.9
Sidney Franklin,6.8
J. Walter Ruben,6.5
William A. Wellman,7.7
Nikolai Ekk,7.1
Rowland Brown,6.4
D. Ross Lederman,5.9
Edward H. Griffith,5.7
John Francis Dillon,6.2
Charles Reisner,6.4
William Dieterle,5.9
Frank Lloyd,4.6
Alfred E. Green,6.5
Lowell Sherman,5.9
Rowland V. Lee,5.9
William A. Wellman,7
Antonio Moreno,7
John Ford,5.8
George W. Hill,6.3
John M. Stahl,7
Leslie S. Hiscott,6
Roy Del Ruth,5.1
"Zion Myers, Jules White",5.7
Edgar Selwyn,6.7
Lloyd Bacon,5
Alfred Hitchcock,5.8
Norman Taurog,6.3
Alfred E. Green,6.8
Gregory La Cava,6.5
Michael Curtiz,4.4
Jacques Feyder,6
Jack Raymond,5.5
Charles Brabin,6.1
Cecil B. DeMille,6.4
William A. Wellman,6.3
Charles Reisner,5.5
George Abbott,6.6
George Fitzmaurice,6
King Vidor,7.6
John M. Stahl,6
D.W. Griffith,6.2
Arnold Fanck,6.2
Robert Z. Leonard,6.4
Archie Mayo,6.8
F.W. Murnau,7.5
George Cukor,6.1
"Lionel Barrymore, Edward Buzzell",6.6
Nick Grinde,5.4
George Archainbaud,5.7
Albert S. Rogell,5.7
Yasujirô Ozu,7.2
Mervyn LeRoy,6.5
W.S. Van Dyke,6.2
William K. Howard,6.6
Herbert Brenon,5.8
Archie Mayo,6.7
George Fitzmaurice,6
Max Ophüls,6.2
"Varick Frissell, George Melford",6
James Whale,7.5
William A. Seiter,6.1
Harry Joe Brown,6.2
Raoul Walsh,6.3
René Clair,7.5
Frank Borzage,6.7
Gregory La Cava,6
John Ford,6.4
"Michael Curtiz, Lloyd Bacon",6
"Frank Capra, Allan Dwan",7.4
"Edward H. Griffith, George Cukor",6.4
Harry Beaumont,6.2
Jack Conway,6.9
George Fitzmaurice,6.4
Irving Cummings,6.3
John M. Stahl,6.9
Charles Brabin,6.8
John Francis Dillon,6.2
Frank Tuttle,6.9
Mervyn LeRoy,6.1
Tenny Wright,5.8
Edward Buzzell,5.6
George Cukor,6.5
King Vidor,6.1
"Leni Riefenstahl, Béla Balázs",6.8
Roy Del Ruth,6.9
Josef von Sternberg,7.1
Paul Martin,5.7
Edmund Goulding,6.5
Jean Renoir,7.4
Ernst Lubitsch,7.6
Jack Conway,5.6
Benjamin Stoloff,6.7
Michael Curtiz,6.8
John Francis Dillon,7
Albert S. Rogell,5.5
John G. Adolfi,6.1
"William Cameron Menzies, Marcel Varnel",6.3
John G. Blystone,6.1
William A. Wellman,6.9
William A. Wellman,6.3
William Dieterle,6
Raymond Bernard,7.7
H. Bruce Humberstone,5.4
Lloyd Bacon,5.9
Howard Hawks,6.2
King Vidor,6.5
David Burton,6.1
Alfred E. Green,7
Marion Gering,6.4
Charles Reisner,5.9
Michael Curtiz,6.4
Monta Bell,6.8
Rouben Mamoulian,7.6
Clarence Brown,7
Archie Mayo,6
Gustav Machatý,6.7
Karl Hartl,6.3
Harry Beaumont,6.8
Lloyd Bacon,6.5
Marc Allégret,7.7
Frank Borzage,6.5
"Harry A. Pollard, Sam Wood",5.7
Howard Higgin,6.3
Lloyd Bacon,5.9
John Ford,6.5
Frank Capra,6.9
Tod Browning,7.9
Dudley Murphy,5.8
Maurice Tourneur,6
Fred Allen,5.5
William A. Seiter,6.1
Oscar Micheaux,4.7
Edmund Goulding,7.4
Lowell Sherman,6.1
Mikhail Kalatozov,7.2
Gregory La Cava,6.3
William A. Wellman,6.3
"Mack V. Wright, Hugh Harman",5.6
George W. Hill,6.3
"Rowland Brown, John Cromwell",6.8
Howard Higgin,6
Georg Wilhelm Pabst,6.1
Mervyn LeRoy,6.6
Norman Taurog,6.3
Norman Z. McLeod,7.6
William A. Seiter,6.6
Sam Wood,5.8
"J.P. McGowan, Armand Schaefer",5.4
Mervyn LeRoy,8.2
"James Cruze, H. Bruce Humberstone",7
James Whale,6.1
William A. Seiter,6.1
Aleksandr Dovzhenko,6.5
William Dieterle,7.3
Leo McCarey,6.3
Richard Thorpe,5.5
William J. Cowen,6.6
Slatan Dudow,6.6
Lowell Sherman,6.3
Stephen Roberts,6.3
Edward H. Griffith,6.2
Samuel Bischoff,6.1
"Ford Beebe, B. Reeves Eason",6.2
Edward L. Cahn,6.9
William Dieterle,6.6
Clarence Brown,6.1
"James Flood, Elliott Nugent",6.4
Maurice Elvey,5.8
George Archainbaud,6.5
Thornton Freeland,5.8
William A. Wellman,6.4
Rouben Mamoulian,7.6
Robert Z. Leonard,5.9
Marion Gering,6.2
William Beaudine,6.4
William Dieterle,6.5
John G. Adolfi,7.1
Frank R. Strayer,6.5
"Pál Fejös, Pál Fejös",6.7
"Charles Brabin, Charles Vidor",6.3
George Fitzmaurice,6.6
"Howard Bretherton, William Keighley",6.9
Raoul Walsh,6.6
"Ralph Ince, William Boyd",6.3
George Archainbaud,6
Dorothy Arzner,6.8
Spencer Gordon Bennet,5
Edward F. Cline,6.9
Norman Z. McLeod,6.2
Lloyd Bacon,6.1
Frank R. Strayer,4.1
"Irving Pichel, Ernest B. Schoedsack",7.2
"James Flood, Elliott Nugent",7.1
"Clyde Bruckman, Harold Lloyd",7.2
A. Edward Sutherland,5.6
Karl Freund,7.1
Richard Thorpe,4.8
Robert Florey,6.4
Mikio Naruse,6.8
Charles Brabin,5.3
Archie Mayo,6.8
W.S. Van Dyke,7
Hobart Henley,6.9
Wesley Ruggles,6.6
Walter Lang,6.6
Jean Renoir,6.6
Alfred Hitchcock,5.8
James Whale,7.1
Russell Mack,6.4
"George Cukor, Ernst Lubitsch",7.2
Tay Garnett,7.5
"Ralph Murphy, Tay Garnett",6.4
Edward Sedgwick,5.9
Lothar Mendes,6.9
George Archainbaud,7
Emory Johnson,5.3
Norman Taurog,5.9
J. Walter Ruben,6.6
Ray Enright,5.9
Julien Duvivier,7.3
Alfred Santell,6.2
Tay Garnett,5.7
Sam Wood,6.4
William A. Wellman,6.4
Lewis Milestone,6.9
"Richard Boleslawski, Charles Brabin",6.6
Victor Fleming,7.3
Christy Cabanne,5.6
Jack Conway,7
Alfred E. Green,6.5
Alfred Hitchcock,5.8
Fred Allen,5.5
J. Walter Ruben,5.4
Wesley Ruggles,6.3
Walter Forde,6.6
Harry L. Fraser,4.4
"Howard Hawks, Richard Rosson",7.8
A. Edward Sutherland,5.8
Yasujirô Ozu,6.9
Alexander Korda,6.3
"Ford Beebe, B. Reeves Eason",5.8
William K. Howard,5.7
Nick Grinde,6.4
Graham Cutts,6
Cecil B. DeMille,6.9
Alfred E. Green,6.4
Armand Schaefer,5.2
Alexander Hall,6.1
William Dieterle,6.3
Edgar Selwyn,7.2
Sidney Franklin,6.9
William A. Wellman,6.9
"Clarence Brown, Robert Z. Leonard",5.5
Edward Sedgwick,5.8
George Archainbaud,6.7
"Phil Whitman, Hampton Del Ruth",5.4
Robert Z. Leonard,5.7
Victor Schertzinger,5.7
Michael Curtiz,6.3
Lothar Mendes,6.9
H. Bruce Humberstone,5.1
Archie Mayo,5.9
John G. Adolfi,6.9
Gregory La Cava,6.1
Frank R. Strayer,5.4
W.S. Van Dyke,7
Roy Del Ruth,6.7
Ray Enright,5.8
Fritz Lang,8
D. Ross Lederman,6.3
Albert de Courville,6.8
Thornton Freeland,6.2
George Archainbaud,6.3
Albert Ray,5.8
Frank Tuttle,6.7
William Beaudine,6.6
Mervyn LeRoy,7.2
Howard Hawks,6.4
William Wyler,6.6
Alan James,6.1
Ernst Lubitsch,8
Archie Mayo,6.2
Mervyn LeRoy,6.9
D. Ross Lederman,5.7
Yasujirô Ozu,8
Harry Beaumont,6.1
Alfred E. Green,7
Mario Camerini,7
Victor Schertzinger,6.5
Carl Theodor Dreyer,7.5
Chester M. Franklin,5.7
Oscar Micheaux,5
Max Ophüls,6.5
Edward Buzzell,6.9
James Cruze,6.7
Thornton Freeland,5.7
Harry Beaumont,6.1
Robert Milton,5.5
Victor Fleming,6.3
George Cukor,7.1
Victor Halperin,6.3
Roy Del Ruth,6.1
Michael Curtiz,5.3
Lloyd Bacon,6.1
Frank Borzage,6.5
William A. Seiter,6.2
Alessandro Blasetti,6.7
Michael Curtiz,6.9
J. Walter Ruben,6.3
William Dieterle,5.8
George Archainbaud,6.1
Mark Sandrich,6.4
Albert S. Rogell,6.1
"Norman Z. McLeod, Hugh Harman",6.4
Edward Buzzell,5.9
John Cromwell,6.1
Edward H. Griffith,6.4
Alfred E. Green,6.1
Alfred E. Green,7.6
Sam Wood,5.9
Richard Boleslawski,6.6
Gregory La Cava,6.4
Irving Pichel,5.9
Albert S. Rogell,5.9
Frank Lloyd,6.5
Albert Herman,4.7
Frank Capra,7
Ernest B. Schoedsack,6.1
"Ray Enright, Lucien Hubbard",6.6
Rowland Brown,6.9
Victor Fleming,7.1
Raoul Walsh,6.9
David Burton,6.4
Sidney Lanfield,6
Lowell Sherman,6.2
"Willard Mack, Jules White",5.8
Roy Del Ruth,6.7
James Whale,6.6
José Cottinelli Telmo,7.7
Roy Del Ruth,6.6
Frank Lloyd,5.8
"William A. Wellman, Alfred E. Green",6.3
William A. Seiter,6
Hamilton MacFadden,5.9
Edward Buzzell,6.6
Dorothy Arzner,6.3
Roy William Neill,6.1
George W. Hill,5.9
William A. Wellman,6
Wesley Ruggles,6
"Juan Bustillo Oro, Fernando de Fuentes",7.8
Charles E. Roberts,5.7
William Wyler,7.5
Robert Z. Leonard,6.7
Charles Brabin,6.3
Edwin L. Marin,6
Yasujirô Ozu,7.3
Felix E. Feist,6.3
Vsevolod Pudovkin,6.4
Ernst Lubitsch,7.5
"Hal Roach, Charley Rogers",7.2
William Dieterle,6
William A. Seiter,6.5
John Ford,6.5
Georg Wilhelm Pabst,6.5
Murray Roth,5.8
John Cromwell,6.8
Leo McCarey,7.8
Stuart Walker,7.1
Mervyn LeRoy,6.1
Edward L. Cahn,6
"Dudley Murphy, William C. de Mille",6.4
Roy Del Ruth,7.1
W.S. Van Dyke,7
Archie Mayo,6.7
Robert Florey,6.6
Karl Hartl,6.1
Tod Browning,6.2
"Michael Curtiz, William Dieterle",6.7
Thornton Freeland,6.6
Lloyd Bacon,7.6
Lloyd Bacon,7.4
Victor Saville,6.8
William Dieterle,6.5
Gregory La Cava,6.4
"Louis J. Gasnier, Max Marcin",6.1
Humberto Mauro,7
Bernard Vorhaus,6.2
T. Hayes Hunter,5.9
Robert Florey,6.7
Raoul Walsh,6.1
Victor Saville,6.9
Michael Curtiz,6.3
"William Dieterle, Alfred E. Green",5.7
Lewis Milestone,6.9
Franz Wenzler,6
Mervyn LeRoy,6.7
Ray Enright,6.3
Otto Brower,6.1
Jack Conway,6.6
"Alan Crosland, Erich von Stroheim",6.7
Yasujirô Ozu,7
Arthur Hopkins,6.4
Phil Whitman,5.7
Hans Steinhoff,5.8
Sam Wood,6.8
Frank Lloyd,6.5
Robert Florey,6.5
James Cruze,6.3
Maurice Elvey,6.5
Alfred E. Green,6
Victor Saville,6.9
Wesley Ruggles,6.9
Elliott Nugent,6
Charles Chauvel,4.9
A. Edward Sutherland,7
James Whale,7.7
Erle C. Kenton,7.4
Marion Gering,6.6
"Harry O. Hoyt, Albert H. Kelley",5.2
Michael Curtiz,6.9
Michael Curtiz,6.4
Mikio Naruse,7.1
"Merian C. Cooper, Ernest B. Schoedsack",7.9
"H. Bruce Humberstone, Max Marcin",6.8
John G. Adolfi,6.9
James Whale,6.6
Max Ophüls,6.1
"Howard Bretherton, William Keighley",6.7
Roy Del Ruth,7
Frank Capra,7.4
Max Ophüls,7.5
Archie Mayo,6.7
William A. Wellman,6.5
Roy Del Ruth,7.1
George Cukor,7.2
Ramón Peón,5.9
Clarence Brown,7.1
Ralph Ince,6.5
Harry Beaumont,6.2
Mack V. Wright,5.4
Henry Hathaway,5.6
Frank Borzage,7.2
Lloyd Bacon,6.5
Richard Wallace,6.3
"Jean Benoît-Lévy, Marie Epstein",6.5
"Archie Mayo, Michael Curtiz",7
Walter Lang,5.6
Mark Sandrich,6
Edgar Selwyn,6.1
William A. Wellman,7
Roy Del Ruth,6.7
Lowell Sherman,6.4
Harry Beaumont,6.2
A. Edward Sutherland,6.5
Michael Curtiz,6.8
Alfred E. Green,6.2
Clarence Brown,6.2
Benjamin Stoloff,5.7
J. Walter Ruben,5.9
Jack Conway,6.6
Boris Barnet,7.1
William J. Cowen,4.9
John S. Robertson,6.8
Stephen Roberts,6.6
John M. Stahl,7.5
George Cukor,6.2
Alfred E. Green,6.6
Edward F. Cline,6.4
Robert Z. Leonard,6.3
W.S. Van Dyke,6.8
Cyril Gardner,5.8
Phil Rosen,5.7
Alan James,5.9
Marion Gering,6.3
Lloyd Bacon,7.1
John Ford,7.2
Frank Tuttle,6.4
William K. Howard,6.8
Fernando de Fuentes,7.2
Michael Curtiz,6.6
Alexander Korda,7.1
"W.S. Van Dyke, Howard Hawks",6.4
William A. Seiter,6.2
René Clair,7
William A. Seiter,6.7
Sidney Franklin,6.1
Robert N. Bradbury,5.5
Alfred Santell,6.1
"George Cukor, George Fitzmaurice",5.7
Frank Tuttle,6.6
Arnold Fanck,6.6
Armand Schaefer,5.4
Otto Brower,6.2
Charles Brabin,6.4
Kurt Neumann,6.4
Frank Borzage,6.5
Lowell Sherman,6.3
"George Amy, Busby Berkeley",6
Harry Beaumont,5.9
Albert Ray,5.3
Ray Enright,6.1
John Cromwell,6.9
Phil Goldstone,6.8
Harry Joe Brown,6.2
Jack Conway,6.4
Mack V. Wright,5.6
Ernest B. Schoedsack,5.7
Lloyd Bacon,5.9
Rouben Mamoulian,6.8
Pál Fejös,7.5
William A. Seiter,7.6
Phil Rosen,5.7
Charles Brabin,6.1
Henry King,6.8
Richard Boleslawski,5.9
Stephen Roberts,7.1
King Vidor,6.9
Edwin L. Marin,5.7
"Dorothy Davenport, Melville Shyer",4.8
Victor Halperin,6.2
John Cromwell,6.6
"Kenji Mizoguchi, Takuaki Seiryô",7.3
Robert F. Hill,5.1
Tenny Wright,5.9
Cecil B. DeMille,6.5
"Colbert Clark, Armand Schaefer",5.6
Elliott Nugent,6.5
Sergei M. Eisenstein,6.7
Francis Martin,6.8
Henry Hathaway,6.4
"Howard Hawks, Richard Rosson",5.9
Yasujirô Ozu,7
Ray Enright,5.7
Harry d'Abbadie d'Arrast,6.8
"Alexander Hall, George Somnes",6.7
Raffaello Matarazzo,7.1
Mervyn LeRoy,7
Edgar Selwyn,6.7
Julien Duvivier,7.2
Frank R. Strayer,5.7
Lev Kuleshov,6.6
Reinhold Schünzel,6.8
John G. Adolfi,6.4
Alfred Hitchcock,6
Alexander Korda,6.1
Edward Sedgwick,5.8
"Harry Beaumont, Robert Z. Leonard",6.8
"Colbert Clark, Albert Herman",5.5
"Elliott Nugent, Charles Reisner",6.5
Victor Fleming,5.9
Stuart Walker,6.1
William A. Wellman,7.5
Paul Sloane,6.5
Dorothy Davenport,4.4
John G. Adolfi,7.4
Mervyn LeRoy,6.7
Christy Cabanne,4.7
Mikio Naruse,7.1
Rowland V. Lee,6.7
Harry L. Fraser,5.1
George Marshall,5.7
Lloyd Bacon,6.1
Gregory La Cava,6.1
Philip Moeller,6.3
Marcel Pagnol,7.2
George Nichols Jr.,7
Jean Vigo,7.8
William Keighley,6.1
"Gus Meins, Charley Rogers",7.2
Harry Lachman,6.7
George Stevens,6.3
Sidney Franklin,7
Robert Florey,6.2
Lambert Hillyer,5.9
Leo McCarey,6.4
John Francis Dillon,6.4
William Keighley,6.2
Edgar G. Ulmer,7
Roy William Neill,6
Roy William Neill,6.1
Robert N. Bradbury,5.4
"Wesley Ruggles, Mitchell Leisen",6.7
"Lowell Sherman, Jack Conway",6.3
David Butler,5.7
David Butler,7.3
Michael Curtiz,6.2
Frank Capra,6.7
Roy Del Ruth,7
Walter Forde,6.4
Lloyd Corrigan,5.7
Lewis Milestone,6.4
Erik Charell,6.2
Alan Crosland,7
"William K. Howard, Sam Wood",6.4
"Sam Taylor, Harold Lloyd",6.7
"Paul Czinner, Alexander Korda",6.4
Clarence Brown,6.2
John G. Blystone,6.1
"Sergey Vasilev, Georgi Vasilyev",7.3
Eugene Forde,7.1
"Eugene Forde, George Hadden",6.4
Walter Forde,6.4
Ray Enright,6.2
Maurice Elvey,6.7
Cecil B. DeMille,6.8
Mark Sandrich,6.4
Rowland V. Lee,7.5
"Ben Hecht, Charles MacArthur",7
David Howard,5.4
E. Mason Hopper,5.9
"Ray Enright, Busby Berkeley",7.1
Phil Rosen,6
Alfred E. Green,6.3
Mitchell Leisen,7.1
Reginald Denham,6
Edward Sedgwick,6.1
Lambert Hillyer,6.7
René Clair,6.2
Archie Mayo,6.4
Juan Bustillo Oro,7.1
Paul Sloane,5
"William Keighley, William Dieterle",6.3
H. Bruce Humberstone,6.4
Harry Garson,3.5
William Keighley,6.5
William K. Howard,6.9
Victor Saville,6.7
Fernando de Fuentes,6.8
William Dieterle,6.8
"George Nichols Jr., Wanda Tuchock",6.4
Michael Powell,5.7
William Dieterle,6.2
Frank Borzage,5.7
William Dieterle,6.7
W.S. Van Dyke,6.4
Cecil B. DeMille,6.2
Richard Boleslawski,6.6
Archie Mayo,6.6
Jack Conway,6.5
Mark Sandrich,7.5
Alfred E. Green,6.4
Frank R. Strayer,5.8
Karl Freund,5.2
"Jack Conway, Sam Wood",6.6
Sam Taylor,6
Karl Hartl,6.8
Julien Duvivier,6.4
H. Bruce Humberstone,5.4
Jacques Feyder,7.2
Stuart Walker,6.2
Richard Thorpe,5.2
Yasujirô Ozu,6.5
Mervyn LeRoy,6.7
Worthington Miner,5.8
David Butler,6.1
Lloyd Bacon,6.3
Mervyn LeRoy,7.2
Lloyd Bacon,6.3
Frank Tuttle,6.8
Martin Fric,7.1
Mervyn LeRoy,6.9
W.S. Van Dyke,7
Mark Sandrich,6.5
John S. Robertson,6.1
"Richard Boleslawski, Allan Dwan",6.2
William Nigh,4.9
"Alfred L. Werker, Sidney Lanfield",6.6
Alfred E. Green,6.3
Robert Florey,6.2
Ray Enright,6.2
John M. Stahl,7.5
"David Howard, Joseph Kane",6.1
Frank Capra,8.1
Norman Z. McLeod,7.2
Christy Cabanne,4.3
Lothar Mendes,6.5
Michael Curtiz,6.8
William Keighley,6.1
John Ford,6.3
Mikio Naruse,7
William Keighley,6.1
George Archainbaud,6.3
George Stevens,6
Michael Curtiz,5.9
"Roy Del Ruth, Willy Pogany",6.5
Leonard Fields,4.6
Harlan Thompson,6.1
Marc Allégret,6.5
Frank Tuttle,6.2
David Burton,6.6
W.S. Van Dyke,4.8
Robert N. Bradbury,5.2
Worthington Miner,4.9
"Eugene Frenke, James P. Hogan",3.9
Alfred Santell,6.6
Fritz Lang,6.9
Frank Borzage,7.3
Richard Wallace,6.3
Alexander Hall,7.1
Ernest B. Schoedsack,6.2
William A. Wellman,6.5
"David Howard, Armand Schaefer",4.8
"David Howard, Armand Schaefer",4.1
"Alfred E. Green, Phil Rosen",6.1
John Ford,6.8
William Clemens,5.7
Robert N. Bradbury,5.6
Jean Renoir,6.6
William Dieterle,6.4
Alfred Hitchcock,6.8
Edward Ludwig,7
Robert N. Bradbury,5.2
Archie Mayo,6.4
Michael Curtiz,6.7
"W.S. Van Dyke, George Cukor",7.2
Dwain Esper,3.7
Julien Duvivier,6.7
Henry King,5.7
Willi Forst,7.6
Alan Crosland,6.9
"Alexander Esway, Billy Wilder",6
Richard Boleslawski,6.4
Alfred E. Green,5.7
Ernst Lubitsch,7.2
H. Bruce Humberstone,6.2
Chester Erskine,5.6
Alan Crosland,6.4
Raymond Bernard,8.2
Georg Wilhelm Pabst,6.3
William Nigh,5
Reginald Barker,5
Sidney Lanfield,6.7
Norman Taurog,6.3
"Arcady Boytler, Raphael J. Sevilla",7.2
Mitchell Leisen,6.7
D. Ross Lederman,6
Melville Shyer,5.3
George Archainbaud,6.9
Richard Thorpe,5.6
Joe May,6
William Nigh,4.6
"Edgar Selwyn, Richard Boleslawski",6.9
"Dorothy Arzner, George Fitzmaurice",5.9
Roy William Neill,6.9
Frank Borzage,7
Edwin J. Burke,6.1
Henry Hathaway,6.6
John Cromwell,7.1
William Beaudine,7.5
Lambert Hillyer,6.4
James Whale,6.7
Victor Schertzinger,5.6
Richard Boleslawski,6.1
King Vidor,7.1
Robert Z. Leonard,5.5
Richard Boleslawski,6.6
Benjamin Stoloff,6.1
Edwin L. Marin,5.9
Ray Taylor,6.3
Alan Crosland,6
Aleksandr Faintsimmer,6.5
William A. Wellman,6.1
Alexander Korda,6.3
Mikhail Romm,7.4
Harry L. Fraser,5.4
Michael Powell,5.9
Robert Florey,5.7
Walter Summers,5.6
Ray Taylor,6.1
William A. Seiter,6.3
Edmund Goulding,6.3
"Dorothy Davenport, Melville Shyer",4.7
Stephen Roberts,6.7
Clarence Brown,6.8
Josef von Sternberg,7.6
Robert G. Vignola,5.4
Harold Young,7.4
Erle C. Kenton,6.1
Milton Rosmer,5.6
Charles Vidor,5.9
"Chester M. Franklin, Edwin L. Marin",6.5
Elliott Nugent,6
Charles Reisner,6
Alfred E. Green,6.9
Max Ophüls,7.3
William A. Seiter,6.7
Leo McCarey,6.8
Robert Florey,5.9
Robert A. Stemmle,6
Michael Powell,6.3
John Cromwell,5.4
Ray Enright,6.6
"Sam Wood, Jack Conway",6.3
Hamilton MacFadden,5.6
Robert N. Bradbury,5.2
William A. Wellman,5.8
Paul Sloane,6
Elliott Nugent,5.9
Abram Room,6.7
Charles Reisner,5.2
J. Walter Ruben,6.6
Mervyn LeRoy,5.5
"Cedric Gibbons, James C. McKay",7.3
W.S. Van Dyke,8
Marion Gering,6.9
John Cromwell,6.1
William K. Howard,6.4
Henry Hathaway,5.7
Jean Renoir,7.2
Robert N. Bradbury,5.4
Benjamin Stoloff,6.1
Victor Fleming,7.1
Howard Hawks,7.4
Ray Enright,6.3
Elliott Nugent,6.3
Yasujirô Ozu,7.8
Roy Del Ruth,6.4
Charles Barton,6
Benito Perojo,6.3
Luis Trenker,6.9
Lloyd Bacon,6.1
Grigoriy Aleksandrov,7
"Jack Conway, Howard Hawks",6.3
Charles Barton,5.9
Rouben Mamoulian,6.4
Norman Taurog,6.1
William A. Seiter,6.5
John S. Robertson,5.9
Robert N. Bradbury,5.3
Gregory La Cava,6.6
J. Walter Ruben,5.8
Roy William Neill,6.6
Charles Brabin,6.7
Phil Rosen,5.9
George B. Seitz,6.2
Lloyd Bacon,6.6
John Ford,6.1
Charles Reisner,6.6
Erle C. Kenton,7.5
Joseph Santley,5.2
Marc Allégret,6.4
Alfred Hitchcock,7.6
Aleksandr Dovzhenko,6.1
Robert Z. Leonard,6.4
Edward Ludwig,6.4
Clarence Brown,6.8
Albert S. Rogell,5.9
Ray Enright,6.1
George Stevens,6.9
Reinhold Schünzel,6.5
Clarence Brown,7
George Stevens,6.6
Christy Cabanne,6
Charles Vidor,6.8
Albert S. Rogell,5.4
Raoul Walsh,5.8
Julien Duvivier,6.9
"Howard Hawks, William Wyler",6.8
Muhsin Ertugrul,6.5
"Rouben Mamoulian, Lowell Sherman",5.9
Mitchell Leisen,6.1
Norman Taurog,5.8
Edward H. Griffith,6
Ewald André Dupont,6.6
Michael Curtiz,6.5
Roy William Neill,7
Allan Dwan,6.7
James W. Horne,6.9
Archie Mayo,6.9
William Beaudine,6.5
Philip Moeller,5.9
Wesley Ruggles,6.3
