,title,year,genre,duration,country,language,director,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,votecat,director_avg
758,From Justin to Kelly,2003,"Comedy, Musical, Romance",81,USA,English,Robert Iscove,2.1,24677,12000000,4928883,4928883,14,310,62,Low,4.859999999999999
759,Mr. 3000,2004,"Comedy, Drama, Romance",104,USA,English,Charles Stone III,5.5,13718,30000000,21811187,21839377,57,69,66,Middle,5.883333333333334
760,The Mudge Boy,2003,"Crime, Drama, Romance",94,USA,English,Michael Burke,7.1,4200,800000,62852,62852,62,32,19,High,7.1
761,Daltry Calhoun,2005,"Comedy, Drama, Music",100,USA,English,Katrina Holden Bronson,5.1,2242,3000000,12551,12551,30,19,16,Middle,5.1
762,Self Medicated,2005,"Biography, Drama",107,USA,English,Monty Lapica,5.7,882,400000,100610,100610,51,59,39,Middle,5.7
763,Connie e Carla,2004,"Comedy, Crime, Music",108,USA,English,Michael Lembeck,6.3,7855,27000000,8085771,11341016,44,115,62,Middle,5.3999999999999995
764,Inguaribili romantici,2003,"Comedy, Drama, Romance",107,USA,English,C. Jay Cox,7.0,16773,850000,834685,865028,45,260,35,High,6.3
765,SpongeBob - Il film,2004,"Animation, Action, Adventure",87,USA,English,"Stephen Hillenburg, Mark Osborne",7.1,76845,30000000,85417988,141067127,66,212,88,High,7.1
766,The Door in the Floor,2004,"Comedy, Drama",111,USA,English,Tod Williams,6.6,15040,7500000,3854624,6715067,67,136,145,Middle,5.800000000000001
767,Breakin' All the Rules,2004,"Comedy, Romance",85,USA,English,Daniel Taplitz,5.7,5801,10000000,12264319,12544254,46,24,38,Middle,5.6
768,Una scatenata dozzina,2003,"Comedy, Family",98,USA,English,Shawn Levy,5.9,92277,40000000,138614544,190538630,46,293,111,Middle,6.084615384615384
769,Squadra 49,2004,"Action, Drama, Thriller",115,USA,English,Jay Russell,6.5,54336,55000000,74541707,100572044,47,326,106,Middle,6.4399999999999995
770,Quando meno te lo aspetti,2004,"Comedy, Drama, Romance",119,USA,English,Garry Marshall,6.0,35049,50000000,37486512,49718611,38,107,93,Middle,6.01111111111111
771,Teacher's Pet,2004,"Animation, Adventure, Comedy",73,USA,English,Timothy Björklund,5.8,1552,10000000,6491969,6491969,74,30,33,Middle,5.8
772,Ray,2004,"Biography, Drama, Music",152,USA,English,Taylor Hackford,7.7,136097,40000000,75331600,123971376,73,461,199,High,6.699999999999999
773,A testa alta,2004,"Action, Crime",86,USA,English,Kevin Bray,6.3,69624,46000000,46437717,57223890,44,226,115,Middle,5.8999999999999995
774,Cinderella Man - Una ragione per lottare,2005,"Biography, Drama, History",144,USA,English,Ron Howard,8.0,173518,88000000,61649911,108539911,69,596,214,High,6.768
775,Never Die Alone,2004,"Action, Crime, Drama",88,USA,English,Ernest R. Dickerson,5.7,5407,3000000,5645298,5923000,38,42,57,Middle,6.166666666666668
776,The Forgotten,2004,"Drama, Mystery, Sci-Fi",91,USA,English,Joseph Ruben,5.8,63333,42000000,67133509,117592831,43,457,175,Middle,5.84
777,Garfield: Il film,2004,"Animation, Comedy, Family",80,USA,English,Peter Hewitt,5.0,77678,50000000,75369589,203172417,27,259,117,Middle,5.4125
778,La storia di Jack e Rose,2005,Drama,112,USA,English,Rebecca Miller,6.6,10974,1500000,712275,916051,59,70,60,Middle,6.42
779,Shall We Dance?,2004,"Comedy, Drama, Music",106,USA,English,Peter Chelsom,6.1,42875,50000000,57890460,170128460,47,221,105,Middle,6.277777777777778
780,Una casa alla fine del mondo,2004,"Drama, Romance",97,USA,English,Michael Mayer,6.7,13089,6500000,1029872,1644653,59,137,48,High,6.199999999999999
781,Standing Still,2005,"Comedy, Drama, Romance",90,USA,English,Matthew Cole Weiss,5.7,2217,1700000,30142,30142,38,13,15,Middle,5.7
782,Delgo e il destino del mondo,2008,"Animation, Adventure, Comedy",94,USA,English,"Marc F. Adler, Jason Maurer",4.3,2840,40000000,694782,694782,27,30,44,Middle,4.3
783,Duma,2005,"Adventure, Drama, Family",100,USA,English,Carroll Ballard,7.2,7693,12000000,870067,994790,82,45,37,High,7.050000000000001
784,Tutte le ex del mio ragazzo,2004,"Comedy, Romance, Drama",107,USA,English,Nick Hurran,5.3,17180,35000000,20698668,22035509,36,118,75,Middle,5.883333333333334
785,The Box,2009,"Drama, Fantasy, Mystery",115,USA,English,Richard Kelly,5.6,87997,30000000,15051977,33334176,47,439,293,Middle,6.025
786,Una pazza giornata a New York,2004,"Comedy, Crime, Family",91,USA,English,Dennie Gordon,5.0,21435,30000000,14071441,21289826,33,120,70,Middle,5.475
787,Più grande del cielo,2005,"Comedy, Drama, Romance",106,USA,English,Al Corley,5.9,1419,750000,21398,21398,21,26,13,Middle,5.9
788,Lymelife,2008,"Comedy, Drama, Romance",95,USA,English,Derick Martini,6.9,13640,1500000,421307,540403,64,54,158,High,5.666666666666667
789,Secret Window,2004,"Drama, Mystery, Thriller",96,USA,English,David Koepp,6.6,178782,40000000,48022900,92913171,46,564,188,Middle,6.185714285714285
790,A Dirty Shame,2004,Comedy,89,USA,English,John Waters,5.1,12098,15000000,1339668,1914166,56,107,87,Middle,6.557142857142856
791,SDF - Street Dance Fighters,2004,"Drama, Music",95,USA,English,Chris Stokes,3.9,25698,8000000,40363810,50576805,37,248,56,Middle,4.300000000000001
792,Zero Day,2002,Drama,92,USA,English,Ben Coccio,7.2,3963,20000,8466,8466,69,53,22,High,7.2
793,Shortbus - Dove tutto è permesso,2006,"Comedy, Drama",101,USA,English,John Cameron Mitchell,6.4,31577,2000000,1985292,5526675,64,207,91,Middle,6.7
794,Il calamaro e la balena,2005,"Comedy, Drama",81,USA,English,Noah Baumbach,7.3,76666,1500000,7372734,11098131,82,268,133,High,6.7272727272727275
795,After the Sunset,2004,"Action, Comedy, Crime",97,USA,English,Brett Ratner,6.3,44097,60000000,28331233,62657868,38,147,119,Middle,6.520000000000001
796,D.E.B.S. - Spie in minigonna,2004,"Action, Comedy, Romance",91,USA,English,Angela Robinson,5.3,14608,3500000,97446,97446,42,162,52,Middle,5.733333333333333
797,The Manchurian Candidate,2004,"Drama, Mystery, Sci-Fi",129,USA,English,Jonathan Demme,6.6,102113,80000000,65955630,96105910,76,382,204,Middle,6.294117647058824
798,November,2004,"Drama, Mystery, Thriller",73,USA,English,Greg Harrison,5.5,2981,1500000,192186,192186,47,65,44,Middle,6.05
799,The Room,2003,Drama,99,USA,English,Tommy Wiseau,3.7,80248,6000000,549602,4902652,9,639,114,Middle,3.7
800,Virgin,2003,Drama,114,USA,English,Deborah Kampmeier,5.6,518,50000,9614,9614,48,12,10,Middle,4.824999999999999
801,The Village,2004,"Drama, Mystery, Thriller",108,USA,English,M. Night Shyamalan,6.5,238570,60000000,114197520,256697520,44,2064,285,Middle,6.053846153846154
802,Elizabethtown,2005,"Comedy, Drama, Romance",123,USA,English,Cameron Crowe,6.4,66652,45000000,26850426,52164016,45,521,191,Middle,6.875
803,Sleepover,2004,"Comedy, Family, Romance",89,USA,English,Joe Nussbaum,5.4,15180,10000000,9436390,10143022,33,78,54,Middle,5.666666666666667
804,Jurassic World,2015,"Action, Adventure, Sci-Fi",124,USA,English,Colin Trevorrow,7.0,569512,150000000,652270625,1670401444,59,1537,698,High,6.866666666666667
805,Strangers with Candy,2005,Comedy,97,USA,English,Paul Dinello,6.0,7788,3500000,2072645,2254124,57,81,47,Middle,6.0
806,Stay - Nel labirinto della mente,2005,"Drama, Mystery, Thriller",99,USA,English,Marc Forster,6.8,73454,50000000,3626883,8483797,41,390,126,High,6.8999999999999995
807,Chicken Little - Amici per le penne,2005,"Animation, Adventure, Comedy",81,USA,English,Mark Dindal,5.7,84176,150000000,135386665,314432837,48,283,158,Middle,6.633333333333333
808,The Zodiac,2005,"Crime, Drama, Horror",92,USA,English,Alexander Bulkley,5.4,6924,1000000,45148,86872,21,55,38,Middle,5.4
809,Indovina chi,2005,"Comedy, Romance",105,USA,English,Kevin Rodney Sullivan,5.9,39782,35000000,68915888,103121466,49,163,107,Middle,5.766666666666667
810,Eating Out,2004,"Comedy, Drama, Romance",90,USA,English,Q. Allan Brocka,5.8,5853,50000,155212,155212,28,84,15,Middle,5.875
811,Detective a 2 ruote,2005,"Action, Comedy, Crime",95,USA,English,Marcos Siega,4.3,5400,25000000,5655459,5879555,19,27,33,Middle,5.833333333333333
812,Kiss Kiss Bang Bang,2005,"Action, Comedy, Crime",103,USA,English,Shane Black,7.5,211456,15000000,4243756,15785148,72,383,235,High,6.8500000000000005
813,Halloween - The Beginning,2007,Horror,109,USA,English,Rob Zombie,6.1,107123,15000000,58272029,80460948,47,1172,349,Middle,5.6571428571428575
814,Open Water,2003,"Adventure, Drama, Horror",79,USA,English,Chris Kentis,5.7,50370,500000,30610863,54683487,63,958,234,Middle,5.65
815,Napoleon Dynamite,2004,Comedy,96,USA,English,Jared Hess,6.9,194951,400000,44540956,46138887,64,1555,217,High,6.0200000000000005
816,Bobby Jones - Il genio del golf,2004,"Biography, Drama, Romance",120,USA,English,Rowdy Herrington,6.7,3684,20000000,2694071,2707913,45,66,24,High,6.262499999999999
817,"Striscia, una zebra alla riscossa",2005,"Adventure, Comedy, Drama",102,USA,English,Frederik Du Chau,5.2,15722,30000000,49772522,90754475,43,91,78,Middle,5.3999999999999995
818,Un allenatore in palla,2005,"Comedy, Family, Sport",86,USA,English,Steve Carr,5.2,12248,33100000,16809014,17492014,36,41,53,Middle,5.183333333333333
819,Doppia ipotesi per un delitto,2005,"Drama, Mystery, Thriller",93,USA,English,Wayne Beach,5.8,3684,15500000,1237615,1797256,34,28,39,Middle,5.8
820,Lo strangolatore,2004,"Crime, Drama, Thriller",98,USA,English,Chuck Parello,5.3,1741,1400000,4143,4143,19,33,38,Middle,5.233333333333333
821,Il volo della fenice,2004,"Action, Adventure, Drama",113,USA,English,John Moore,6.1,51109,45000000,21009180,35021497,47,224,119,Middle,5.7
822,Mean Creek,2004,"Crime, Drama",90,USA,English,Jacob Estes,7.2,30259,500000,603951,802948,74,164,124,High,6.5
823,Proof - La prova,2005,"Drama, Mystery",100,USA,English,John Madden,6.7,42614,20000000,7535331,14189860,64,193,137,High,6.581818181818182
824,The Ring 2,2005,"Horror, Mystery",110,USA,English,Hideo Nakata,5.4,90187,50000000,76231249,163995949,44,572,205,Middle,5.725
825,Hazzard,2005,Comedy,104,USA,English,Jay Chandrasekhar,5.1,74804,50000000,80270227,111069515,33,633,148,Middle,5.8
826,Trappola in fondo al mare,2005,"Action, Adventure, Crime",110,USA,English,John Stockwell,5.9,72713,50000000,18801234,46117696,45,224,120,Middle,5.328571428571429
827,The Perfect Man,2005,"Comedy, Family, Romance",100,USA,English,Mark Rosman,5.5,27925,10000000,16535005,19770475,27,107,62,Middle,5.08
828,Winter Passing,2005,"Comedy, Drama",98,USA,English,Adam Rapp,6.3,8071,3500000,107492,113783,56,58,53,Middle,5.633333333333333
829,Pretty Persuasion,2005,"Comedy, Drama",110,USA,English,Marcos Siega,6.5,9821,2500000,305800,537126,45,83,69,Middle,5.833333333333333
830,White Chicks,2004,"Comedy, Crime",109,USA,English,Keenen Ivory Wayans,5.6,127968,37000000,70831760,113100873,41,316,72,Middle,5.683333333333334
831,Dark Water,2005,"Drama, Horror, Mystery",105,USA,English,Walter Salles,5.6,59001,30000000,25473352,68357079,52,434,203,Middle,6.8500000000000005
